"X","rank","fname","lname","country","best_qual","final","fall_qual","false_start_qual","fall_final","false_start_final","sex","event_id","lane_a","lane_b","fall_lane_a","false_start_lane_a","fall_lane_b","false_start_lane_b","quarter","semi","small_final","big_final","fall_quarter","fall_semi","fall_small_final","fall_big_final","false_start_quarter","false_start_semi","false_start_small_final","false_start_big_final","first_round","fall_first_round","false_start_first_round","tomoa_skip","year","start_date","end_date","event","dob","time_progression","age"
2038,31,"alejandra","contreras","CHI",9.11,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1194,9.111,9.55,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-01","2021-07-03","IFSC - Climbing World Cup (L,S) - Villars (SUI) 2021","2000-01-01",3366,21
2039,32,"elizaveta","ivanova","RUS",9.19,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1194,9.193,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,2021,"2021-07-01","2021-07-03","IFSC - Climbing World Cup (L,S) - Villars (SUI) 2021","1999-01-01",3366,22
2040,33,"mia","krampl","SLO",9.43,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1194,9.435,9.489,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-01","2021-07-03","IFSC - Climbing World Cup (L,S) - Villars (SUI) 2021","2000-07-21",3366,20
2041,34,"assel","marlenova","KAZ",9.62,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1194,NA,9.628,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-01","2021-07-03","IFSC - Climbing World Cup (L,S) - Villars (SUI) 2021","1997-01-15",3366,24
2042,35,"kseniia","petrova","RUS",9.75,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1194,9.753,9.913,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2021,"2021-07-01","2021-07-03","IFSC - Climbing World Cup (L,S) - Villars (SUI) 2021","1999-01-01",3366,22
2043,36,"valentina","aguado","ARG",9.92,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1194,10.243,9.926,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-01","2021-07-03","IFSC - Climbing World Cup (L,S) - Villars (SUI) 2021","2001-01-01",3366,20
2044,37,"julia","duffy","USA",10.23,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1194,11.39,10.237,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-01","2021-07-03","IFSC - Climbing World Cup (L,S) - Villars (SUI) 2021",NA,3366,21.6190476190476
2045,38,"isabel","gifford","USA",10.42,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1194,10.949,10.425,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-01","2021-07-03","IFSC - Climbing World Cup (L,S) - Villars (SUI) 2021","1999-01-01",3366,22
2046,39,"hana","krizova","CZE",10.65,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1194,10.658,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-01","2021-07-03","IFSC - Climbing World Cup (L,S) - Villars (SUI) 2021","2001-01-01",3366,20
2047,40,"laura","rogora","ITA",11.11,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1194,11.11,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-01","2021-07-03","IFSC - Climbing World Cup (L,S) - Villars (SUI) 2021","2001-04-28",3366,20
2048,NA,"anna","calanca","ITA",NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2021,"2021-07-01","2021-07-03","IFSC - Climbing World Cup (L,S) - Villars (SUI) 2021","2003-05-10",3366,18
2049,NA,"beatrice","colli","ITA",NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2021,"2021-07-01","2021-07-03","IFSC - Climbing World Cup (L,S) - Villars (SUI) 2021","2004-10-10",3366,16
2050,NA,"ignacia","mellado quinteros","CHI",NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-01","2021-07-03","IFSC - Climbing World Cup (L,S) - Villars (SUI) 2021","2002-01-01",3366,19
2051,1,"natalia","kalucka","POL",7.42,7.18,FALSE,FALSE,FALSE,FALSE,FALSE,1185,NA,NA,NA,NA,NA,NA,7.15,7.07,NA,7.18,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,7.44,FALSE,FALSE,TRUE,2021,"2021-09-16","2021-09-21","IFSC - Climbing World Championships (B,L,S) - Moscow 2021","2001-12-25",3443,19
2052,2,"iuliia","kaplina","CFR",7.23,8.94,FALSE,FALSE,FALSE,FALSE,FALSE,1185,7.236,9.06,FALSE,FALSE,FALSE,FALSE,7.6,7.09,NA,8.94,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,7.31,FALSE,FALSE,TRUE,2021,"2021-09-16","2021-09-21","IFSC - Climbing World Championships (B,L,S) - Moscow 2021","1993-05-11",3443,28
2053,3,"aleksandra","miroslaw","POL",6.99,7,FALSE,FALSE,FALSE,FALSE,FALSE,1185,NA,NA,NA,NA,NA,NA,7.1,NA,7,NA,FALSE,TRUE,FALSE,NA,FALSE,FALSE,FALSE,NA,7.37,FALSE,FALSE,FALSE,2021,"2021-09-16","2021-09-21","IFSC - Climbing World Championships (B,L,S) - Moscow 2021","1994-02-02",3443,27
2054,4,"ekaterina","barashchuk","CFR",7.53,8.47,FALSE,FALSE,FALSE,FALSE,FALSE,1185,NA,NA,NA,NA,NA,NA,7.61,8.89,8.47,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,7.58,FALSE,FALSE,TRUE,2021,"2021-09-16","2021-09-21","IFSC - Climbing World Championships (B,L,S) - Moscow 2021","1999-01-01",3443,22
2055,5,"elizaveta","ivanova","CFR",7.45,7.3,FALSE,FALSE,FALSE,FALSE,FALSE,1185,7.45,8.974,FALSE,FALSE,FALSE,FALSE,7.3,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,7.69,FALSE,FALSE,TRUE,2021,"2021-09-16","2021-09-21","IFSC - Climbing World Championships (B,L,S) - Moscow 2021","1999-01-01",3443,22
2056,6,"capucine","viglione","FRA",7.76,7.55,FALSE,FALSE,FALSE,FALSE,FALSE,1185,NA,NA,NA,NA,NA,NA,7.55,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,7.67,FALSE,FALSE,TRUE,2021,"2021-09-16","2021-09-21","IFSC - Climbing World Championships (B,L,S) - Moscow 2021","2002-12-09",3443,18
2057,7,"emma","hunt","USA",7.4,9.41,FALSE,FALSE,FALSE,FALSE,FALSE,1185,NA,NA,NA,NA,NA,NA,9.41,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,9.29,FALSE,FALSE,FALSE,2021,"2021-09-16","2021-09-21","IFSC - Climbing World Championships (B,L,S) - Moscow 2021","2003-04-01",3443,18
2058,8,"anna","brozek","POL",7.62,NA,FALSE,FALSE,TRUE,FALSE,FALSE,1185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,FALSE,FALSE,NA,NA,7.73,FALSE,FALSE,TRUE,2021,"2021-09-16","2021-09-21","IFSC - Climbing World Championships (B,L,S) - Moscow 2021","1995-03-27",3443,26
2059,9,"patrycja","chudziak","POL",7.88,7.72,FALSE,FALSE,FALSE,FALSE,FALSE,1185,7.924,7.882,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,7.72,FALSE,FALSE,FALSE,2021,"2021-09-16","2021-09-21","IFSC - Climbing World Championships (B,L,S) - Moscow 2021","1997-01-01",3443,24
2060,10,"aleksandra","kalucka","POL",8.17,7.87,FALSE,FALSE,FALSE,FALSE,FALSE,1185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,7.87,FALSE,FALSE,TRUE,2021,"2021-09-16","2021-09-21","IFSC - Climbing World Championships (B,L,S) - Moscow 2021","2001-12-25",3443,19
2061,11,"franziska","ritter","GER",8.23,8.06,FALSE,FALSE,FALSE,FALSE,FALSE,1185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,8.06,FALSE,FALSE,TRUE,2021,"2021-09-16","2021-09-21","IFSC - Climbing World Championships (B,L,S) - Moscow 2021","2003-01-01",3443,18
2062,12,"beatrice","colli","ITA",8.12,8.13,FALSE,FALSE,FALSE,FALSE,FALSE,1185,8.127,8.321,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,8.13,FALSE,FALSE,TRUE,2021,"2021-09-16","2021-09-21","IFSC - Climbing World Championships (B,L,S) - Moscow 2021","2004-10-10",3443,16
2063,13,"andrea","rojas","ECU",8.11,8.16,FALSE,FALSE,FALSE,FALSE,FALSE,1185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,8.16,FALSE,FALSE,TRUE,2021,"2021-09-16","2021-09-21","IFSC - Climbing World Championships (B,L,S) - Moscow 2021","1995-01-01",3443,26
2064,14,"mariia","krasavina","CFR",7.91,8.17,FALSE,FALSE,FALSE,FALSE,FALSE,1185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,8.17,FALSE,FALSE,TRUE,2021,"2021-09-16","2021-09-21","IFSC - Climbing World Championships (B,L,S) - Moscow 2021","1990-01-01",3443,31
2065,15,"laura","stöckler","AUT",8.32,12.37,FALSE,FALSE,FALSE,FALSE,FALSE,1185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,12.37,FALSE,FALSE,TRUE,2021,"2021-09-16","2021-09-21","IFSC - Climbing World Championships (B,L,S) - Moscow 2021","1999-01-01",3443,22
2066,16,"yelyzaveta","lavrykova","UKR",8.22,NA,FALSE,FALSE,TRUE,FALSE,FALSE,1185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,TRUE,FALSE,TRUE,2021,"2021-09-16","2021-09-21","IFSC - Climbing World Championships (B,L,S) - Moscow 2021","2001-01-01",3443,20
2067,17,"alexandra","elmer","AUT",8.33,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1185,8.334,8.453,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,2021,"2021-09-16","2021-09-21","IFSC - Climbing World Championships (B,L,S) - Moscow 2021","1996-01-01",3443,25
2068,18,"tamara","ulzhabayeva","KAZ",8.41,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1185,8.568,8.41,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2021,"2021-09-16","2021-09-21","IFSC - Climbing World Championships (B,L,S) - Moscow 2021","1987-08-04",3443,34
2069,19,"polina","kulagina","CFR",8.58,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1185,8.581,9.499,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-09-16","2021-09-21","IFSC - Climbing World Championships (B,L,S) - Moscow 2021","2002-01-01",3443,19
2070,20,"tetiana","kolkotina","UKR",8.59,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1185,8.596,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2021,"2021-09-16","2021-09-21","IFSC - Climbing World Championships (B,L,S) - Moscow 2021","1992-01-01",3443,29
2071,21,"maría","laborda sagaste","ESP",8.74,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1185,NA,8.745,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-09-16","2021-09-21","IFSC - Climbing World Championships (B,L,S) - Moscow 2021","2004-08-07",3443,17
2072,22,"assel","marlenova","KAZ",8.78,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1185,8.789,10.697,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-09-16","2021-09-21","IFSC - Climbing World Championships (B,L,S) - Moscow 2021","1997-01-15",3443,24
2073,23,"mia","krampl","SLO",9.6,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1185,9.603,10.618,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-09-16","2021-09-21","IFSC - Climbing World Championships (B,L,S) - Moscow 2021","2000-07-21",3443,21
2074,24,"jessica","pilz","AUT",9.81,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1185,9.823,9.816,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-09-16","2021-09-21","IFSC - Climbing World Championships (B,L,S) - Moscow 2021","1996-11-22",3443,24
2075,25,"mahya","darabian","IRI",9.86,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1185,9.866,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-09-16","2021-09-21","IFSC - Climbing World Championships (B,L,S) - Moscow 2021","2002-06-09",3443,19
2076,26,"pratthana","raksachat","THA",10.19,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1185,10.645,10.199,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-09-16","2021-09-21","IFSC - Climbing World Championships (B,L,S) - Moscow 2021","1995-08-21",3443,26
2077,27,"elnaz","rekabi","IRI",10.35,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1185,10.526,10.354,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-09-16","2021-09-21","IFSC - Climbing World Championships (B,L,S) - Moscow 2021","1989-08-20",3443,32
2078,28,"margaryta","zakharova","UKR",10.46,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1185,10.465,11.005,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-09-16","2021-09-21","IFSC - Climbing World Championships (B,L,S) - Moscow 2021","1995-01-01",3443,26
2079,29,"grace","crowley","AUS",10.76,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1185,10.761,11.041,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-09-16","2021-09-21","IFSC - Climbing World Championships (B,L,S) - Moscow 2021","2003-01-01",3443,18
2080,30,"roxana","wienand","GER",10.88,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1185,11.424,10.886,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-09-16","2021-09-21","IFSC - Climbing World Championships (B,L,S) - Moscow 2021","2000-01-01",3443,21
2081,31,"tanzila","ospan","KAZ",10.9,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1185,10.943,10.909,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-09-16","2021-09-21","IFSC - Climbing World Championships (B,L,S) - Moscow 2021",NA,3443,22.7941176470588
2082,32,"alina","ponomaryova","KAZ",10.97,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1185,10.972,11.521,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-09-16","2021-09-21","IFSC - Climbing World Championships (B,L,S) - Moscow 2021",NA,3443,22.7941176470588
2083,33,"hannah","meul","GER",11.01,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1185,11.309,11.01,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-09-16","2021-09-21","IFSC - Climbing World Championships (B,L,S) - Moscow 2021","2001-04-03",3443,20
2084,34,"thita","chintasak","THA",11.36,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1185,11.369,11.38,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-09-16","2021-09-21","IFSC - Climbing World Championships (B,L,S) - Moscow 2021",NA,3443,22.7941176470588
2085,35,"nika","potapova","UKR",11.6,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1185,11.608,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-09-16","2021-09-21","IFSC - Climbing World Championships (B,L,S) - Moscow 2021","2003-01-01",3443,18
2086,36,"ievgeniia","kazbekova","UKR",13.78,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1185,NA,13.781,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-09-16","2021-09-21","IFSC - Climbing World Championships (B,L,S) - Moscow 2021","1996-10-15",3443,24
2087,37,"isabel","gifford","USA",20.98,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1185,NA,20.985,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-09-16","2021-09-21","IFSC - Climbing World Championships (B,L,S) - Moscow 2021","1999-01-01",3443,22
2088,1,"aleksandra","miroslaw","POL",6.64,6.72,FALSE,FALSE,FALSE,FALSE,FALSE,1235,6.648,6.733,FALSE,FALSE,FALSE,FALSE,8.44,6.83,NA,6.72,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,7.33,FALSE,FALSE,TRUE,2022,"2022-05-06","2022-05-08","IFSC - Climbing World Cup (B,S) - Seoul (KOR) 2022","1994-02-02",3675,28
2089,2,"emma","hunt","USA",7.99,7.23,FALSE,FALSE,FALSE,FALSE,FALSE,1235,NA,NA,NA,NA,NA,NA,7.99,7.44,NA,7.23,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,7.22,FALSE,FALSE,FALSE,2022,"2022-05-06","2022-05-08","IFSC - Climbing World Cup (B,S) - Seoul (KOR) 2022","2003-04-01",3675,19
2090,3,"aleksandra","kalucka","POL",7.4,7.24,FALSE,FALSE,FALSE,FALSE,FALSE,1235,NA,NA,NA,NA,NA,NA,8.15,9.54,7.24,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,7.17,FALSE,FALSE,TRUE,2022,"2022-05-06","2022-05-08","IFSC - Climbing World Cup (B,S) - Seoul (KOR) 2022","2001-12-25",3675,20
2091,4,"franziska","ritter","GER",7.55,7.58,FALSE,FALSE,FALSE,FALSE,FALSE,1235,NA,NA,NA,NA,NA,NA,8.45,10.17,7.58,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,7.5,FALSE,FALSE,TRUE,2022,"2022-05-06","2022-05-08","IFSC - Climbing World Cup (B,S) - Seoul (KOR) 2022","2003-01-01",3675,19
2092,5,"rajiah","sallsabillah","INA",7.26,NA,FALSE,FALSE,TRUE,FALSE,FALSE,1235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,NA,7.47,FALSE,FALSE,TRUE,2022,"2022-05-06","2022-05-08","IFSC - Climbing World Cup (B,S) - Seoul (KOR) 2022","1999-04-30",3675,23
2093,6,"capucine","viglione","FRA",7.67,11.87,FALSE,FALSE,FALSE,FALSE,FALSE,1235,NA,NA,NA,NA,NA,NA,11.87,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,7.65,FALSE,FALSE,TRUE,2022,"2022-05-06","2022-05-08","IFSC - Climbing World Cup (B,S) - Seoul (KOR) 2022","2002-12-09",3675,19
2094,7,"jimin","jeong","KOR",8.12,8.17,FALSE,FALSE,FALSE,FALSE,FALSE,1235,NA,NA,NA,NA,NA,NA,8.17,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,8.15,FALSE,FALSE,TRUE,2022,"2022-05-06","2022-05-08","IFSC - Climbing World Cup (B,S) - Seoul (KOR) 2022","2004-01-01",3675,18
2095,8,"nuria","brockfeld","GER",8.2,10.86,FALSE,FALSE,FALSE,FALSE,FALSE,1235,NA,NA,NA,NA,NA,NA,10.86,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,8.06,FALSE,FALSE,TRUE,2022,"2022-05-06","2022-05-08","IFSC - Climbing World Cup (B,S) - Seoul (KOR) 2022","2004-01-24",3675,18
2096,9,"desak","made rita kusuma dewi","INA",7.15,9.91,FALSE,FALSE,FALSE,FALSE,FALSE,1235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,9.91,FALSE,FALSE,TRUE,2022,"2022-05-06","2022-05-08","IFSC - Climbing World Cup (B,S) - Seoul (KOR) 2022","2001-01-24",3675,21
2097,10,"nurul","iqamah","INA",7.31,8.38,FALSE,FALSE,FALSE,FALSE,FALSE,1235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,8.38,FALSE,FALSE,TRUE,2022,"2022-05-06","2022-05-08","IFSC - Climbing World Cup (B,S) - Seoul (KOR) 2022","1995-05-06",3675,27
2098,11,"patrycja","chudziak","POL",7.51,7.47,FALSE,FALSE,FALSE,FALSE,FALSE,1235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,7.47,FALSE,FALSE,TRUE,2022,"2022-05-06","2022-05-08","IFSC - Climbing World Cup (B,S) - Seoul (KOR) 2022","1997-01-01",3675,25
2099,12,"beatrice","colli","ITA",7.8,7.79,FALSE,FALSE,FALSE,FALSE,FALSE,1235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,7.79,FALSE,FALSE,TRUE,2022,"2022-05-06","2022-05-08","IFSC - Climbing World Cup (B,S) - Seoul (KOR) 2022","2004-10-10",3675,17
2100,13,"natalia","kalucka","POL",7.83,9.02,FALSE,FALSE,FALSE,FALSE,FALSE,1235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,9.02,FALSE,FALSE,TRUE,2022,"2022-05-06","2022-05-08","IFSC - Climbing World Cup (B,S) - Seoul (KOR) 2022","2001-12-25",3675,20
2101,14,"aurelia","sarisson","FRA",8.05,7.23,FALSE,FALSE,FALSE,FALSE,FALSE,1235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,7.23,FALSE,FALSE,TRUE,2022,"2022-05-06","2022-05-08","IFSC - Climbing World Cup (B,S) - Seoul (KOR) 2022","1997-12-21",3675,24
2102,15,"alivany","ver khadijah","INA",8.18,7.96,FALSE,FALSE,FALSE,FALSE,FALSE,1235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,7.96,FALSE,FALSE,TRUE,2022,"2022-05-06","2022-05-08","IFSC - Climbing World Cup (B,S) - Seoul (KOR) 2022","2002-01-21",3675,20
2103,16,"lison","gautron","FRA",8.23,8.4,FALSE,FALSE,FALSE,FALSE,FALSE,1235,8.238,8.4,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,8.4,FALSE,FALSE,TRUE,2022,"2022-05-06","2022-05-08","IFSC - Climbing World Cup (B,S) - Seoul (KOR) 2022","2002-01-01",3675,20
2104,17,"maría","laborda sagaste","ESP",8.47,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1235,NA,8.479,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,"2022-05-06","2022-05-08","IFSC - Climbing World Cup (B,S) - Seoul (KOR) 2022","2004-08-07",3675,17
2105,18,"fumika","kawakami","JPN",8.48,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1235,8.489,9.399,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,"2022-05-06","2022-05-08","IFSC - Climbing World Cup (B,S) - Seoul (KOR) 2022","2006-01-01",3675,16
2106,19,"ai","takeuchi","JPN",8.62,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1235,9.214,8.62,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,"2022-05-06","2022-05-08","IFSC - Climbing World Cup (B,S) - Seoul (KOR) 2022","2005-01-01",3675,17
2107,20,"karin","hayashi","JPN",8.67,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1235,8.672,11.207,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2022,"2022-05-06","2022-05-08","IFSC - Climbing World Cup (B,S) - Seoul (KOR) 2022","2005-03-20",3675,17
2108,21,"andrea","rojas","ECU",8.78,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1235,NA,8.783,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,2022,"2022-05-06","2022-05-08","IFSC - Climbing World Cup (B,S) - Seoul (KOR) 2022","1995-01-01",3675,27
